Journal title,Journal URL,URL in DOAJ,Journal ISSN (print version),Journal EISSN (online version),Country of publisher,APC,Has other fees,bnd1,bnd2,correo
Moneta e Credito,http://www.monetaecredito.info,https://doaj.org/toc/17dc031096fa4d898b406b5a8143932b,0026-9611,2037-3651,Italy,No,No,,,
Annals of the College of Medicine Mosul,https://mmed.mosuljournals.com/,https://doaj.org/toc/c10eb1b073f643c697af248beef12b4d,0027-1446,2309-6217,Iraq,Yes,No,,,
Names,https://ans-names.pitt.edu/ans/index,https://doaj.org/toc/3f7c8c4c66624a7ab6c23948ec533562,0027-7738,1756-2279,United States,No,Yes,,,
Journal of Nepal Medical Association,http://www.jnma.com.np,https://doaj.org/toc/5442074d0ed3471bbb758a1583629172,0028-2715,1815-672X,Nepal,No,No,,,
Norsk Filosofisk Tidsskrift,https://www.idunn.no/nft?languageId=2,https://doaj.org/toc/ffb6c34f4b9c459b8fc2b863501c85de,0029-1943,1504-2901,Norway,No,No,,,
Tidsskrift for Den norske legeforening,https://tidsskriftet.no/,https://doaj.org/toc/a4521161bd1b43138f4548ae73bdbeda,0029-2001,0807-7096,Norway,No,No,,,
North Carolina Libraries,http://www.ncl.ecu.edu/index.php/NCL,https://doaj.org/toc/f24d1935251c4802993ef202f1124ede,0029-2540,,United States,No,No,,,
Nowotwory,https://journals.viamedica.pl/nowotwory_journal_of_oncology,https://doaj.org/toc/1c4ba388b6bc48bd896ef68a5682923e,0029-540X,2300-2115,Poland,No,No,,,
The Nucleus,http://thenucleuspak.org.pk/,https://doaj.org/toc/9d34891e581040f19f6edf65036bdc97,0029-5698,2306-6539,Pakistan,No,No,,,
Nukleonika,https://sciendo.com/journal/NUKA,https://doaj.org/toc/20260ff8bac34c5c9ea6b88df7fec743,0029-5922,1508-5791,Poland,Yes,Yes,,,
Onderstepoort Journal of Veterinary Research,https://ojvr.org/index.php/ojvr,https://doaj.org/toc/e70ef929c17a45478f781207e9ccce66,0030-2465,2219-0635,South Africa,Yes,Yes,,,
Oryx,https://www.cambridge.org/core/journals/oryx,https://doaj.org/toc/cc5c4de7627448768b48ccdfca07cda1,0030-6053,1365-3008,United Kingdom,Yes,Yes,,,
Paediatrica Indonesiana,https://paediatricaindonesiana.org/,https://doaj.org/toc/9fc4961ef9e744c3a30baf7302fa799b,0030-9311,2338-476X,Indonesia,No,No,,,
Pakistan Armed Forces Medical Journal,http://www.pafmj.org,https://doaj.org/toc/31b0de33f7a1440e95b032ce44600962,0030-9648,2411-8842,Pakistan,Yes,Yes,,,
Pakistan Journal of Medical Research,https://pjmr.org.pk/index.php/pjmr,https://doaj.org/toc/e727ba87e7604f79ba9c085c90698c8b,0030-9842,,Pakistan,No,No,,,
Journal of the Pakistan Medical Association,https://www.jpma.org.pk/,https://doaj.org/toc/f2520a241a384d1898a834a01cfd3e08,0030-9982,,Pakistan,Yes,Yes,,,
Pallas,https://journals.openedition.org/pallas,https://doaj.org/toc/ed177ebb855349dca6a4e77077fa970a,0031-0387,2272-7639,France,No,No,,,
Pamiętnik Teatralny,https://www.czasopisma.ispan.pl/index.php/pt/,https://doaj.org/toc/da9406c714004db6827d80d153bd50d8,0031-0522,2658-2899,Poland,No,No,,,
Papéis Avulsos de Zoologia,https://www.scielo.br/j/paz/,https://doaj.org/toc/ca4713aa7b51434ba8b1c4dac6592114,0031-1049,1807-0205,Brazil,No,No,einicker@usp.br,einicker@usp.br,einicker@usp.br
Pedagogika,http://www.pedcas.cz,https://doaj.org/toc/76e5fe656f154199938a7abcb8c47e4d,0031-3815,2336-2189,Czechia,No,No,,,
Pensamiento. Revista de Investigación e Información Filosófica,https://revistas.comillas.edu/index.php/pensamiento/index,https://doaj.org/toc/e2cb7e4021dd4471acea6580cf01615c,0031-4749,2386-5822,Spain,No,No,pensamientodireccion@gmail.com,pensamientodireccion@gmail.com,pensamientodireccion@gmail.com
Phytopathologia Mediterranea,https://oajournals.fupress.net/index.php/pm/index,https://doaj.org/toc/f355ac7542e34b848e59bfbf4988766d,0031-9465,1593-2095,Italy,Yes,No,,,
Platinum Metals Review,https://www.technology.matthey.com/about/platinum-metals-review/,https://doaj.org/toc/85f3f14b797b49cf961e8e0f39254b36,0032-1400,1471-0676,United Kingdom,No,No,,,
Polarforschung,https://www.polarforschung.net/,https://doaj.org/toc/9481762f498f481dbd6ba4c806feb743,0032-2490,2190-1090,Germany,No,No,,,
Politička Misao,https://hrcak.srce.hr/politicka-misao?lang=en,https://doaj.org/toc/c5c03350642448f8896ddf0475e5d17f,0032-3241,1846-8721,Croatia,No,No,,,
Poultry Science,https://www.journals.elsevier.com/poultry-science,https://doaj.org/toc/a012d99ef0aa4234b08bd7b26fc280dd,0032-5791,1525-3171,United States,Yes,No,,,
Prismet,https://journals.uio.no/prismet/index,https://doaj.org/toc/91b420803cbe4eaca2a4a81c05d47989,0032-8847,2535-311X,Norway,Yes,No,,,
Przegląd Komunikacyjny,http://www.transportation.overview.pwr.edu.pl/,https://doaj.org/toc/39831170963b4a13a3bc562e02b9a66f,0033-2232,2544-6037,Poland,No,No,,,
Przegląd Spawalnictwa,http://www.pspaw.pl/index.php/pspaw,https://doaj.org/toc/25232cd0d54a4dd299197347a3ebb17c,0033-2364,2449-7959,Poland,No,No,,,
Przegląd Dermatologiczny,https://www.termedia.pl/Journal/Przeglad_Dermatologiczny-56,https://doaj.org/toc/4abcc2e434644e6c9da78849bfb85164,0033-2526,2084-9893,Poland,No,No,,,
Psyche: A Journal of Entomology,https://www.hindawi.com/journals/psyche/,https://doaj.org/toc/c8d206414d684f5daad45522c5c80613,0033-2615,1687-7438,United Kingdom,Yes,No,,,
Psychologica Belgica,http://www.psychologicabelgica.com/,https://doaj.org/toc/4f588925e8c44c0e9be084c38c57b55e,0033-2879,2054-670X,United Kingdom,Yes,No,,,
Quaderni di Sociologia,http://qds.revues.org,https://doaj.org/toc/a50fd0de8ae5458e8ea011739a2b544b,0033-4952,2421-5848,Italy,No,No,,,
Raumforschung und Raumordnung,https://rur.oekom.de/,https://doaj.org/toc/19eb93ee6f5043ccab0e0c3ee2715541,0034-0111,1869-4179,Germany,Yes,No,,,
Reinwardtia,http://e-journal.biologi.lipi.go.id/index.php/reinwardtia,https://doaj.org/toc/de7ed3b901394eeba013fce40dad9d07,0034-365X,2337-8824,Indonesia,No,No,,,
Rheumatology,http://www.termedia.pl/Czasopismo/Reumatologia-18,https://doaj.org/toc/9430c80de6c347e4974e0b8dc662929e,0034-6233,2084-9834,Poland,No,No,,,
Revista Brasileira de Anestesiologia,http://www.scielo.br/scielo.php/script_sci_serial/pid_0034-7094/lng_en/nrm_iso,https://doaj.org/toc/2314d90a4d104e718c6d456120042479,0034-7094,1806-907X,Brazil,No,No,sba2000@openlink.com.br,sba2000@openlink.com.br,sba2000@openlink.com.br
Revista Brasileira de Cancerologia,https://rbc.inca.gov.br/,https://doaj.org/toc/26e8928c1c3e4caaa1d58ab8bb21171d,0034-7116,2176-9745,Brazil,No,No,,,
Revista Brasileira de Economia,http://www.scielo.br/scielo.php/script_sci_serial/pid_0034-7140/lng_en/nrm_iso,https://doaj.org/toc/9a440a852d034ba9a6328ff1e4cc36c0,0034-7140,1806-9134,Brazil,Yes,No,rbe@fgv.br,rbe@fgv.br,rbe@fgv.br
Revista Brasileira de Enfermagem,http://www.scielo.br/scielo.php?script=sci_serial&pid=0034-7167&lng=en&nrm=iso,https://doaj.org/toc/a5c450a7ac20454481eba47e0ca1a596,0034-7167,1984-0446,Brazil,Yes,Yes,,,
Revista Brasileira de Estudos Pedagógicos,http://rbep.inep.gov.br/ojs3/index.php/rbep/issue/archive,https://doaj.org/toc/e2101c49d2c4413da67985a7378a2a32,0034-7183,2176-6681,Brazil,No,No,editoria.rbep@inep.gov.br,editoria.rbep@inep.gov.br,editoria.rbep@inep.gov.br
Revista Brasileira de Estudos Políticos,https://pos.direito.ufmg.br/rbep/index.php/rbep/index,https://doaj.org/toc/4f2194242a194b22b2061bc6286fac61,0034-7191,2359-5736,Brazil,No,No,,,
Revista Brasileira de Odontologia,http://revista.aborj.org.br/index.php/rbo,https://doaj.org/toc/45f7d89bab9a4db385b202cb6c0b9ec4,0034-7272,1984-3747,Brazil,No,No,biblioteca@aborj.org.br,biblioteca@aborj.org.br,biblioteca@aborj.org.br
Revista Brasileira de Oftalmologia,https://www.scielo.br/j/rbof/,https://doaj.org/toc/375ec4946dc9472db9cbb668c680cae6,0034-7280,1982-8551,Brazil,No,No,,,
Revista Brasileira de Política Internacional,http://www.scielo.br/scielo.php?script=sci_serial&pid=0034-7329&lng=pt&nrm=iso,https://doaj.org/toc/3017ed493b1a479d8664d2c9145e4be9,0034-7329,1983-3121,Brazil,No,No,secretaria@ibri-rbpi.org,secretaria@ibri-rbpi.org,secretaria@ibri-rbpi.org
Revista Ceres,http://www.scielo.br/scielo.php?script=sci_serial&pid=0034-737X&lng=en&nrm=iso,https://doaj.org/toc/4278bd1800a249a49b881348b1056472,0034-737X,2177-3491,Brazil,Yes,No,,,
Revista Chilena de Entomología,http://www.biotaxa.org/rce,https://doaj.org/toc/6a86c1a5f19d407b87ee9b449e2ae9d1,0034-740X,0718-8994,Chile,No,No,soc.chi.ent@gmail.com,soc.chi.ent@gmail.com,soc.chi.ent@gmail.com
Revista Colombiana de Obstetricia y Ginecología,https://revista.fecolsog.org/index.php/rcog,https://doaj.org/toc/cb02e50afc4c4853a80a07fceb6f2154,0034-7434,2463-0225,Colombia,No,No,,,
Revista Cubana de Cirugía,http://www.revcirugia.sld.cu/index.php/cir,https://doaj.org/toc/f64c25cccae644f3aa905fabc14f0910,0034-7493,1561-2945,Cuba,No,No,rccirugia@infomed.sld.cu,rccirugia@infomed.sld.cu,rccirugia@infomed.sld.cu
Revista Cubana de Estomatología,http://www.revestomatologia.sld.cu/index.php/est/index,https://doaj.org/toc/320a9191103945d0b4fd8aeedefbdcc4,0034-7507,1561-297X,Cuba,No,No,,,
Revista Cubana de Medicina,http://www.revmedicina.sld.cu/index.php/med,https://doaj.org/toc/a3d5d3eac13c45d08f2895b39fe7eff7,0034-7523,1561-302X,Cuba,No,No,,cnicm@infomed.sld.cu,cnicm@infomed.sld.cu
RAE: Revista de Administração de Empresas,http://www.scielo.br/scielo.php?script=sci_serial&pid=0034-7590&lng=en&nrm=iso,https://doaj.org/toc/51e6aa36b7bb4c5c9a9d8d87715962ee,0034-7590,2178-938X,Brazil,No,No,,,
Revista de Administração Pública,http://www.scielo.br/scielo.php?script=sci_serial&pid=0034-7612&lng=en&nrm=iso,https://doaj.org/toc/b7746ee74f454c23b22606c3a2cb0279,0034-7612,,Brazil,No,No,deborah@fgv.br,,deborah@fgv.br
Revista de Antropologia,http://www.revistas.usp.br/ra,https://doaj.org/toc/2f68a655caea467d815c3a4d915e3e8f,0034-7701,1678-9857,Brazil,No,No,,,
Revista de Biología Tropical,http://revistas.ucr.ac.cr/index.php/rbt,https://doaj.org/toc/ae865ae2e667400bb28ad988887fcbee,0034-7744,2215-2075,Costa Rica,No,No,biologia.tropical@ucr.ac.cr,biologia.tropical@ucr.ac.cr,biologia.tropical@ucr.ac.cr
Revista de Dialectología y Tradiciones Populares,http://rdtp.revistas.csic.es,https://doaj.org/toc/c18a67b5787a45ff91765fb5e262ec74,0034-7981,1988-8457,Spain,No,No,,,
Revista de Economía y Estadística,https://revistas.unc.edu.ar/index.php/REyE/index,https://doaj.org/toc/dd0b436ef9cd4de8b19b1d707bd90fa7,0034-8066,2451-7321,Argentina,No,No,,,
Revista de Filosofía,http://www.revistafilosofia.uchile.cl,https://doaj.org/toc/7e958806271b49438760493251903eef,0034-8236,0718-4360,Chile,No,No,,,
Revista de Filosofia,http://revistas.ucm.es/index.php/RESF,https://doaj.org/toc/cca34423b51d4cc788aeb4701c4399f5,0034-8244,1988-284X,Spain,No,No,revfilos@filos.ucm.es,revfilos@filos.ucm.es,revfilos@filos.ucm.es
Revista de História,http://www.revistas.usp.br/revhistoria,https://doaj.org/toc/7af3bdd687574a0c8f06263eae294c1e,0034-8309,2316-9141,Brazil,No,No,,,
Revista de Historia de América,https://revistasipgh.org/index.php/rehiam/index,https://doaj.org/toc/45e91bb7170645898e837d3a6d887298,0034-8325,2663-371X,Mexico,No,No,revhistoamerica@ipgh.org,revhistoamerica@ipgh.org,revhistoamerica@ipgh.org
Revista de Indias,http://revistadeindias.revistas.csic.es,https://doaj.org/toc/05ef775d6e6d4cf6848726aefaff65e6,0034-8341,1988-3188,Spain,No,No,,,
Revista de Investigación Clínica,https://clinicalandtranslationalinvestigation.com,https://doaj.org/toc/e13dac50a0a1490e8c2d42df4d812d98,0034-8376,2564-8896,Spain,No,No,,permanyer@permanyer.com,permanyer@permanyer.com
Revista de Literatura,http://revistadeliteratura.revistas.csic.es/,https://doaj.org/toc/f6dfec24ebaf4de0b40557bf5b415bb0,0034-849X,1988-4192,Spain,No,No,,,
Revista de Metalurgia,http://revistademetalurgia.revistas.csic.es,https://doaj.org/toc/0682fa37c13246faa21de88be201271f,0034-8570,1988-4222,Spain,No,No,revmetal@cenim.csic.es,revmetal@cenim.csic.es,revmetal@cenim.csic.es
Revista de Neuro-Psiquiatría,https://revistas.upch.edu.pe/index.php/RNP/about,https://doaj.org/toc/623b15de598d48459a5ea6c4636d9ae9,0034-8597,1609-7394,Peru,No,No,,,
Revista de Pedagogie,http://revped.ise.ro/,https://doaj.org/toc/90be2127f0b6433aa76ad248babae124,0034-8678,2559-639X,Romania,No,No,,,
Revista de Saúde Pública,https://www.scielo.br/j/rsp/,https://doaj.org/toc/e7109fddd9eb4ae2be2aa10eda80b9f7,0034-8910,1518-8787,Brazil,Yes,No,,,
Revista Española de Derecho Canónico,https://revistas.upsa.es/index.php/derechocanonico,https://doaj.org/toc/eba875f4df9c41ed96550546cf8301e5,0034-9372,2660-9541,Spain,No,No,,,
Interamerican Journal of Psychology,https://journal.sipsych.org/index.php/IJP/index,https://doaj.org/toc/ac4e7e26955844bc8fe99832b27a2b31,0034-9690,,United States,No,No,,,
Revista Internacional de Sociología,http://revintsociologia.revistas.csic.es,https://doaj.org/toc/e7ab4bc50bd848558440974473f4fd7b,0034-9712,1988-429X,Spain,No,No,ris@iesa.csic.es,ris@iesa.csic.es,ris@iesa.csic.es
Revue de Géographie Alpine,http://rga.revues.org/,https://doaj.org/toc/9c1b6937305049db8a96605bb7716c53,0035-1121,1760-7426,France,No,No,,,
Revue d’Elevage et de Médecine Vétérinaire des Pays Tropicaux,http://revues.cirad.fr/index.php/REMVT/,https://doaj.org/toc/2f50be8c6e284e91aeb1cd22105356bf,0035-1865,1951-6711,France,No,No,,,
Revue Forestière Française,https://revueforestierefrancaise.agroparistech.fr,https://doaj.org/toc/7b297db2d7384041965483e56045962f,0035-2829,1951-6827,France,No,No,,,
Rivista di Estetica,http://estetica.revues.org/,https://doaj.org/toc/48e4b8f5aeee440abe9246d35f96cb04,0035-6212,2421-5864,Italy,No,No,,,
Rivista Italiana di Ornitologia - Research in Ornithology,http://sisn.pagepress.org/index.php/rio/index,https://doaj.org/toc/e7ab5cf2ec8245f6961f021da4a5d051,0035-6875,2385-0833,Italy,No,No,,,
Rivista Italiana di Paleontologia e Stratigrafia,http://riviste.unimi.it/index.php/RIPS/index,https://doaj.org/toc/07f42843cf12478e9d3929179db75040,0035-6883,2039-4942,Italy,No,No,,,
Roczniki Panstwowego Zakladu Higieny,http://wydawnictwa.pzh.gov.pl/roczniki_pzh/en,https://doaj.org/toc/73f78315ac7945b293321f00cec77ac7,0035-7715,2451-2311,Poland,Yes,No,,,
Ruch Filozoficzny,http://apcz.umk.pl/czasopisma/index.php/RF/index,https://doaj.org/toc/cef36d44d45d4e4e92f41e31b9375be3,0035-9599,,Poland,No,No,,,
"Ruch Prawniczy, Ekonomiczny i Socjologiczny",http://rpeis.amu.edu.pl/en/about-the-journal,https://doaj.org/toc/6cd34ed49e3047e8b767bf67a644a444,0035-9629,2543-9170,Poland,No,No,,,
Salud Pública de México,https://saludpublica.mx,https://doaj.org/toc/29e8fab9cbdb4d438c19bd80fa1f93a3,0036-3634,,Mexico,No,No,spm@insp.mx,,spm@insp.mx
Scientia Pharmaceutica,http://www.mdpi.com/journal/scipharm,https://doaj.org/toc/8b6a05ba76804b66b23f7816cb8275fc,0036-8709,2218-0532,Switzerland,Yes,No,,,
Sefarad : Revista de Estudios Hebraicos y Sefardíes,http://sefarad.revistas.csic.es,https://doaj.org/toc/426f81487cb44a48b2427e3b30323757,0037-0894,1988-320X,Spain,No,No,sefarad.cchs@cchs.csic.es,sefarad.cchs@cchs.csic.es,sefarad.cchs@cchs.csic.es
Slovenska Literatura,https://www.sav.sk/?lang=en&doc=journal-list&journal_no=52,https://doaj.org/toc/02e67b7929554cc48b201305ece74205,0037-6973,,Slovakia,No,No,,,
Slovenské divadlo,https://sd.sav.sk/about-the-journal/,https://doaj.org/toc/6348df25a6bc4c5195d646b2b17245ce,0037-699X,1336-8605,Slovakia,No,No,,,
Služba Božja,http://hrcak.srce.hr/sluzba-bozja?lang=en,https://doaj.org/toc/70913cab11db4d66a690723894d84777,0037-7074,1849-1057,Croatia,No,No,,,
Social Work/Maatskaplike Werk,https://socialwork.journals.ac.za/pub/index,https://doaj.org/toc/975b16acedfe4d3d80e584f5c4c27a75,0037-8054,2312-7198,South Africa,Yes,No,,,
Revista da Sociedade Brasileira de Medicina Tropical,https://www.scielo.br/j/rsbmt/,https://doaj.org/toc/c8270970a7a540dd8b903e4892157de3,0037-8682,1678-9849,Brazil,No,No,,,
Boletim da Sociedade Paranaense de Matemática,http://www.periodicos.uem.br/ojs/index.php/BSocParanMat/index,https://doaj.org/toc/6c67b57948b84591852016e5edd089ed,0037-8712,2175-1188,Brazil,No,No,bspm@uem.br,bspm@uem.br,bspm@uem.br
Journal de la Société des Américanistes,https://journals.openedition.org/jsa,https://doaj.org/toc/3dd4d1fdcce14381bba58d25b208f239,0037-9174,1957-7842,France,No,No,,,
BSGF - Earth Sciences Bulletin,http://www.bsgf.fr,https://doaj.org/toc/f593ed3dfb524d6b8f33d37a370c16fd,0037-9409,1777-5817,France,Yes,No,,,
Sociologija,http://www.doiserbia.nb.rs/journal.aspx?issn=0038-0318,https://doaj.org/toc/2e926aa93d394301b3a0b12912a2fe81,0038-0318,2406-0712,Serbia,No,No,,,
Sociologisk Forskning,https://sociologiskforskning.se,https://doaj.org/toc/a6ff49e0926d45dd90e44389ee7e94e9,0038-0342,2002-066X,Sweden,No,No,,,
South African Journal of Science,http://www.sajs.co.za,https://doaj.org/toc/62c83f69e4914f5b8c8e8014f88e1e2f,0038-2353,1996-7489,South Africa,No,No,,,
Stanovništvo,http://www.doiserbia.nb.rs/journal.aspx?issn=0038-982X,https://doaj.org/toc/a434dfdc6c4146ae945d249a7298f4c6,0038-982X,2217-3986,Serbia,No,No,,,
Stomatološki glasnik Srbije,https://scindeks.ceon.rs/journaldetails.aspx?issn=0039-1743,https://doaj.org/toc/e850d5dfef2f43c0ad1a6c594fcb223b,0039-1743,1452-3701,Serbia,No,No,,,
Strani pravni život,https://scindeks.ceon.rs/journaldetails.aspx?issn=0039-2138&lang=en,https://doaj.org/toc/734e1212c9314bae896df9d36781f2be,0039-2138,2620-1127,Serbia,No,No,,,
Studia Psychologica,http://www.studiapsychologica.com/,https://doaj.org/toc/a2008e51489c41338a8d55d2ab52dd2b,0039-3320,2585-8815,Slovakia,No,No,,,
Studia Socjologiczne,http://www.studiasocjologiczne.pl/,https://doaj.org/toc/56dd6c3618a444a1a74f074fd0a80168,0039-3371,2545-2770,Poland,No,No,,,
Studies in African Linguistics,https://journals.flvc.org/sal/,https://doaj.org/toc/f6e1e5d04bff42c68b5b4ce830965a7f,0039-3533,2154-428X,United States,No,No,,,
"Studii si Cercetari de Istoria Artei : Teatru, Muzică, Cinematografie",http://www.scia.istoria-artei.ro/,https://doaj.org/toc/edf4693fe6f346288ed5158bf7fdc334,0039-3991,2067-5119,Romania,No,No,,,
Taal en Tongval: Language Variation in the Low Countries,http://www.taalentongval.eu/,https://doaj.org/toc/ea966affbd3e4571a42b25624e8a44af,0039-8691,2215-1214,Netherlands,Yes,No,,,
Tehnika,http://scindeks.ceon.rs/journalDetails.aspx?issn=0040-2176&lang=en,https://doaj.org/toc/de00a7cc97334d1ab984e3b34c40723c,0040-2176,2560-3086,Serbia,No,No,,,
Tekstilna industrija,https://scindeks.ceon.rs/journaldetails.aspx?issn=0040-2389&lang=en,https://doaj.org/toc/1ee7d6e4e1304ba6962f811fd50246da,0040-2389,2683-5665,Serbia,No,No,,,
Терапевтический архив,http://ter-arkhiv.ru/en/,https://doaj.org/toc/88611330e10a4e65b45cf568a8bd4b68,0040-3660,2309-5342,Russian Federation,No,No,,,
Terra,https://terra.journal.fi/index,https://doaj.org/toc/d006c30e747d4d1e97326dcd66efaf06,0040-3741,2736-9331,Finland,No,Yes,,,
Theoria,https://www.berghahnjournals.com/view/journals/theoria/theoria-overview.xml,https://doaj.org/toc/7f5bfda9f7ca4e2a9b84b0b922c036fa,0040-5817,1558-5816,United States,No,No,,,
Tidsskrift for Samfunnsforskning,http://www.idunn.no/tfs,https://doaj.org/toc/779d71b70a864292a092e70db9b230e9,0040-716X,1504-291X,Norway,No,No,,,
El Trimestre Económico,http://www.eltrimestreeconomico.com.mx/index.php/te/index,https://doaj.org/toc/89297c4c412043b383682f8694963a48,0041-3011,2448-718X,Mexico,No,No,trimestre@fondodeculturaeconomica.com,trimestre@fondodeculturaeconomica.com,trimestre@fondodeculturaeconomica.com
Tydskrif vir Letterkunde,https://letterkunde.africa,https://doaj.org/toc/8848db4c0f624c84b929b2ada4a510f7,0041-476X,2309-9070,South Africa,Yes,No,,,
Revista de la Unión Matemática Argentina,http://inmabb.criba.edu.ar/revuma/,https://doaj.org/toc/d21c4dbb5c144eab91ee20111e27fbf4,0041-6932,1669-9637,Argentina,No,No,revuma@criba.edu.ar,revuma@criba.edu.ar,revuma@criba.edu.ar
Revista de Ciências Sociais,http://www.rcs.ufc.br,https://doaj.org/toc/0479ce8e20234b44bad940bc3489f561,0041-8862,2318-4620,Brazil,No,No,,,
Revista Universitas Medica,https://revistas.javeriana.edu.co/index.php/vnimedica/index,https://doaj.org/toc/0fac030a2a0d4fffaea6a59ee222190f,0041-9095,2011-0839,Colombia,No,No,universitasmedica@javeriana.edu.co; slaverde@javeriana.edu.co,universitasmedica@javeriana.edu.co; slaverde@javeriana.edu.co,universitasmedica@javeriana.edu.co; slaverde@javeriana.edu.co
مجلة كلية الطب,http://iqjmc.uobaghdad.edu.iq/index.php/19JFacMedBaghdad36,https://doaj.org/toc/c5e43c4959034becafa36f49a8055437,0041-9419,2410-8057,Iraq,Yes,No,,,
Veritas,http://revistaseletronicas.pucrs.br/ojs/index.php/veritas,https://doaj.org/toc/0402c3d950174e498b777e88a7c7f52b,0042-3955,1984-6746,Brazil,No,No,veritas@pucrs.br,veritas@pucrs.br,veritas@pucrs.br
Vestnik Dermatologii i Venerologii,http://www.vestnikdv.ru,https://doaj.org/toc/78b3b2369782461ca683dd1bca1857c3,0042-4609,2313-6294,Russian Federation,No,No,,,
