Journal title,Journal URL,URL in DOAJ,When did the journal start to publish all content using an open license?,Alternative title,Journal ISSN (print version),Journal EISSN (online version),Keywords,Languages in which the journal accepts manuscripts,Publisher,Country of publisher,Society or institution,Country of society or institution,Journal license,License attributes,URL for license terms,Machine-readable CC licensing information embedded or displayed in articles,URL to an example page with embedded licensing information,Author holds copyright without restrictions,Copyright information URL,Review process,Review process information URL,Journal plagiarism screening policy,Plagiarism information URL,URL for journal's aims & scope,URL for the Editorial Board page,URL for journal's instructions for authors,Average number of weeks between article submission and publication,APC,APC information URL,APC amount,Journal waiver policy (for developing country authors etc),Waiver policy information URL,Has other fees,Other fees information URL,Preservation Services,Preservation Service: national library,Preservation information URL,Deposit policy directory,URL for deposit policy,Persistent article identifiers,Article metadata includes ORCIDs,Journal complies with I4OC standards for open citations,Does the journal comply to DOAJ's definition of open access?,URL for journal's Open Access statement,Continues,Continued By,LCC Codes,Subjects,DOAJ Seal,Added on Date,Last updated Date,Number of Article Records,Most Recent Article Added
Educação (UFSM),http://periodicos.ufsm.br/index.php/reveducacao,https://doaj.org/toc/67ab3686c644415fbffd03c729f8538c,2000,Educação (UFSM),0101-9031,1984-6444,"education, teaching and learning","Spanish, Portuguese",Universidade Federal de Santa Maria,Brazil,,,CC BY-NC,,https://periodicos.ufsm.br/index.php/reveducacao/about/submissions#copyrightNotice,Yes,http://ufsm.br/revistaeducacao,No,,Blind peer review,http://cascavel.ufsm.br/revistas/ojs-2.2.2/index.php/reveducacao/about/editorialPolicies#peerReviewProcess,No,,http://cascavel.ufsm.br/revistas/ojs-2.2.2/index.php/reveducacao/about/editorialPolicies#focusAndScope,http://cascavel.ufsm.br/revistas/ojs-2.2.2/index.php/reveducacao/about,https://periodicos.ufsm.br/reveducacao/about/submissions#authorGuidelines,10,No,https://periodicos.ufsm.br/reveducacao/about/submissions#authorGuidelines,,No,,No,,Cariniana Network,,https://portal.issn.org/resource/ISSN/1984-6444,Diadorim,,DOI,,,Yes,https://periodicos.ufsm.br/reveducacao/about/editorialPolicies#openAccessPolicy,,,L,Education,No,2012-03-26T15:08:58Z,2022-08-01T10:00:04Z,732,2022-03-07T21:06:36Z
Boletim de Geografia,http://www.periodicos.uem.br/ojs/index.php/BolGeogr/,https://doaj.org/toc/097620c8e22a4b6fb91977876111e240,2009,,0102-5198,2176-4786,"human geography, geography",Portuguese,Universidade Estadual de Maringá,Brazil,"Universidade Estadual de Maringá, Departamento de Geografia",,CC BY-NC,,http://www.periodicos.uem.br/ojs/index.php/BolGeogr/about/submissions#copyrightNotice,,,Yes,http://www.periodicos.uem.br/ojs/index.php/BolGeogr/about/submissions#copyrightNotice,Double blind peer review,http://www.periodicos.uem.br/ojs/index.php/BolGeogr/about/editorialPolicies#peerReviewProcess,Yes,http://www.periodicos.uem.br/ojs/index.php/BolGeogr/about/editorialPolicies#peerReviewProcess,http://www.periodicos.uem.br/ojs/index.php/BolGeogr/about/editorialPolicies#focusAndScope,http://www.periodicos.uem.br/ojs/index.php/BolGeogr/about/editorialTeam,http://www.periodicos.uem.br/ojs/index.php/BolGeogr/about/submissions#authorGuidelines,52,No,http://www.periodicos.uem.br/ojs/index.php/BolGeogr/about/editorialPolicies#openAccessPolicy,,No,,No,http://www.periodicos.uem.br/ojs/index.php/BolGeogr/about/editorialPolicies#openAccessPolicy,Cariniana Network,,http://www.periodicos.uem.br/ojs/index.php/BolGeogr/about/editorialPolicies#focusAndScope,,,DOI,,,Yes,http://www.periodicos.uem.br/ojs/index.php/BolGeogr/about/editorialPolicies#openAccessPolicy,,,GF1-900|GB3-5030|G1-922,Geography. Anthropology. Recreation: Human ecology. Anthropogeography | Geography. Anthropology. Recreation: Physical geography | Geography. Anthropology. Recreation: Geography (General),No,2017-07-15T16:56:01Z,2017-11-08T13:47:52Z,0,
Cadernos de Estudos Lingüísticos,https://periodicos.sbu.unicamp.br/ojs/index.php/cel/index,https://doaj.org/toc/181033faa2fd4e11bfc562751d68a11b,1978,,0102-5767,2447-0686,linguistics,Portuguese,Universidade Estadual de Campinas,Brazil,Universidade Estadual de Campinas,,CC BY-NC,,https://periodicos.sbu.unicamp.br/ojs/index.php/cel/about/submissions#copyrightNotice,,,No,,Double blind peer review,https://periodicos.sbu.unicamp.br/ojs/index.php/cel/about/editorialPolicies#peerReviewProcess,Yes,https://periodicos.sbu.unicamp.br/ojs/index.php/cel/about/editorialPolicies#custom-5,https://periodicos.sbu.unicamp.br/ojs/index.php/cel/about/editorialPolicies#focusAndScope,https://periodicos.sbu.unicamp.br/ojs/index.php/cel/about/editorialTeam,https://periodicos.sbu.unicamp.br/ojs/index.php/cel/about/submissions#authorGuidelines,8,No,https://periodicos.sbu.unicamp.br/ojs/index.php/cel/about/editorialPolicies#custom-6,,No,,No,,Rede Cariniana,,https://periodicos.sbu.unicamp.br/ojs/index.php/cel/about/editorialPolicies#archiving,"Sherpa/Romeo, Diadorim",,DOI,,,Yes,https://periodicos.sbu.unicamp.br/ojs/index.php/cel/about/editorialPolicies#openAccessPolicy,,,P1-1091|PQ1-3999,Language and Literature: Philology. Linguistics | Language and Literature: French literature - Italian literature - Spanish literature - Portuguese literature,No,2019-04-14T22:16:35Z,2022-08-16T10:51:09Z,984,2022-03-08T14:07:35Z
Caderno de Letras,https://periodicos.ufpel.edu.br/ojs2/index.php/cadernodeletras/index,https://doaj.org/toc/da6758c8f7094ff7bb642dbe8008ffd1,1982,,0102-9576,2358-1409,"literature, linguistics, translation, internationalization","Portuguese, Spanish",Universidade Federal de Pelotas,Brazil,Universidade Federal de Pelotas,,CC BY-NC-ND,,https://periodicos.ufpel.edu.br/ojs2/index.php/cadernodeletras/about/submissions#onlineSubmissions,,,No,,Double blind peer review,https://periodicos.ufpel.edu.br/ojs2/index.php/cadernodeletras/about/editorialPolicies#peerReviewProcess,No,,https://periodicos.ufpel.edu.br/ojs2/index.php/cadernodeletras/index,https://periodicos.ufpel.edu.br/ojs2/index.php/cadernodeletras/about/editorialTeam,https://periodicos.ufpel.edu.br/ojs2/index.php/cadernodeletras/about/submissions#authorGuidelines,8,No,https://periodicos.ufpel.edu.br/ojs2/index.php/cadernodeletras/about/submissions#authorFees,,No,,No,https://periodicos.ufpel.edu.br/ojs2/index.php/cadernodeletras/about/submissions#authorFees,,,https://periodicos.ufpel.edu.br/ojs2/index.php/cadernodeletras/about/editorialPolicies#sectionPolicies,,,,,,Yes,https://periodicos.ufpel.edu.br/ojs2/index.php/cadernodeletras/about/editorialPolicies#openAccessPolicy,,,PC1-5498|PQ1-3999,Language and Literature: Romanic languages | Language and Literature: French literature - Italian literature - Spanish literature - Portuguese literature,No,2017-08-03T14:56:01Z,2017-11-08T13:48:17Z,0,
Trabalhos em Linguística Aplicada,http://periodicos.sbu.unicamp.br/ojs/index.php/tla,https://doaj.org/toc/62d3f6ad735b42f89a7324aa0574b8e2,1983,,0103-1813,2175-764X,linguistics,"English, Portuguese, Spanish",Universidade Estadual de Campinas,Brazil,Universidade Estadual de Campinas,,CC BY,,https://periodicos.sbu.unicamp.br/ojs/index.php/tla/about/submissions#copyrightNotice,,,No,,Double blind peer review,https://periodicos.sbu.unicamp.br/ojs/index.php/tla/about/editorialPolicies#peerReviewProcess/,No,,https://periodicos.sbu.unicamp.br/ojs/index.php/tla/about,https://periodicos.sbu.unicamp.br/ojs/index.php/tla/about/editorialTeam,https://periodicos.sbu.unicamp.br/ojs/index.php/tla/about/submissions#authorGuidelines,8,No,https://periodicos.sbu.unicamp.br/ojs/index.php/tla/about,,No,,No,,Cariniana Network,,https://periodicos.sbu.unicamp.br/ojs/index.php/tla/arquivamento,Diadorim,,,,,Yes,https://periodicos.sbu.unicamp.br/ojs/index.php/tla/politica,,,PC1-5498|P1-1091,Language and Literature: Romanic languages | Language and Literature: Philology. Linguistics,No,2019-04-22T23:45:51Z,2022-07-19T12:58:49Z,1155,2022-02-07T14:14:19Z
Remate de Males,http://periodicos.sbu.unicamp.br/ojs/index.php/remate,https://doaj.org/toc/37bb5d578a7a4167b86046be1eb75129,1980,,0103-183X,2316-5758,"linguistics, human sciences",Portuguese,Universidade Estadual de Campinas,Brazil,Universidade Estadual de Campinas,,CC BY-NC,,https://periodicos.sbu.unicamp.br/ojs/index.php/remate/about/submissions#copyrightNotice,Yes,https://periodicos.sbu.unicamp.br/ojs/index.php/remate/article/view/8652460/18885,No,,Double blind peer review,https://periodicos.sbu.unicamp.br/ojs/index.php/remate/about,Yes,https://periodicos.sbu.unicamp.br/ojs/index.php/remate/about,https://periodicos.sbu.unicamp.br/ojs/index.php/remate/about,https://periodicos.sbu.unicamp.br/ojs/index.php/remate/about/editorialTeam,https://periodicos.sbu.unicamp.br/ojs/index.php/remate/about,8,No,https://periodicos.sbu.unicamp.br/ojs/index.php/remate/about,,No,,No,,Cariniana Network,,https://periodicos.sbu.unicamp.br/ojs/index.php/remate/arquivamento,"Sherpa/Romeo, Diadorim",,DOI,,,Yes,https://periodicos.sbu.unicamp.br/ojs/index.php/remate/openaccess,,,P1-1091|PN1-6790,Language and Literature: Philology. Linguistics | Language and Literature: Literature (General),No,2019-02-19T17:34:53Z,2022-08-16T13:39:35Z,963,2022-02-09T14:11:26Z
Teocomunicação,http://revistaseletronicas.pucrs.br/teo/ojs/index.php/teo,https://doaj.org/toc/ac84b7487b69464491ce6d973053a5c7,2005,Teocomunicação: Revista da Teologia da PUCRS,0103-314X,1980-6736,theology,Portuguese,Editora da Pontifícia Universidade Católica do Rio Grande do Sul (EDIPUCRS),Brazil,Pontifícia Universidade Católica do Rio Grande do Sul,,CC BY,,http://revistaseletronicas.pucrs.br/teo/ojs/index.php/teo/index,Yes,http://revistaseletronicas.pucrs.br/teo/ojs/index.php/teo/article/view/19787/12543,Yes,http://revistaseletronicas.pucrs.br/teo/ojs/index.php/teo/about/submissions#copyrightNotice,Double blind peer review,http://revistaseletronicas.pucrs.br/teo/ojs/index.php/teo/about/editorialPolicies#peerReviewProcess,No,,http://revistaseletronicas.pucrs.br/teo/ojs/index.php/teo/about/editorialPolicies#focusAndScope,http://revistaseletronicas.pucrs.br/teo/ojs/index.php/teo/about/editorialTeam,http://revistaseletronicas.pucrs.br/teo/ojs/index.php/teo/about/submissions#authorGuidelines,10,No,http://revistaseletronicas.pucrs.br/teo/ojs/index.php/teo/about/editorialPolicies#custom-7,,No,,No,http://revistaseletronicas.pucrs.br/teo/ojs/index.php/teo/about/editorialPolicies#custom-7,Cariniana Network,,http://revistaseletronicas.pucrs.br/teo/ojs/index.php/teo/about/editorialPolicies#archiving,Sherpa/Romeo,,DOI,,,Yes,http://revistaseletronicas.pucrs.br/teo/ojs/index.php/teo/about/editorialPolicies#openAccessPolicy,,,B|BT10-1480,Philosophy. Psychology. Religion: Doctrinal Theology,Yes,2007-10-02T16:49:05Z,2020-10-16T12:47:50Z,387,2023-03-03T14:22:33Z
Revista da Educação Física,http://periodicos.uem.br/ojs/index.php/RevEducFis,https://doaj.org/toc/0f0ed579d5ab4bac935d912b0d9cdae0,2007,Journal of Physical Education,0103-3948,1983-3083,"physical education, sports, health sciences","English, Portuguese",Universidade Estadual de Maringá,Brazil,Eduem,Brazil,CC BY,,https://www.periodicos.uem.br/ojs/index.php/RevEducFis/about/editorialPolicies#custom-1,,,No,https://periodicos.uem.br/ojs/index.php/RevEducFis,"Peer review, Blind peer review",https://www.periodicos.uem.br/ojs/index.php/RevEducFis/about/editorialPolicies#peerReviewProcess,No,,https://www.periodicos.uem.br/ojs/index.php/RevEducFis/about/editorialPolicies#focusAndScope,https://www.periodicos.uem.br/ojs/index.php/RevEducFis/about/editorialTeam,https://www.periodicos.uem.br/ojs/index.php/RevEducFis/about/submissions#authorGuidelines,28,Yes,https://www.periodicos.uem.br/ojs/index.php/RevEducFis,800 BRL,No,,No,,LOCKSS,,https://thekeepers.org/journals?query=1983-3083,,,DOI,Yes,Yes,Yes,https://www.periodicos.uem.br/ojs/index.php/RevEducFis/about/editorialPolicies#openAccessPolicy,,2448-2455,L,Education,No,2010-10-25T16:11:21Z,2021-05-02T13:00:53Z,935,2020-11-16T18:21:19Z
Psico,http://revistaseletronicas.pucrs.br/revistapsico/ojs/index.php/revistapsico,https://doaj.org/toc/1f35bd71581447da995ff1d7c12d0d7d,2005,,0103-5371,1980-8623,psychology,"Spanish, Portuguese, English",Editora da Pontifícia Universidade Católica do Rio Grande do Sul (EDIPUCRS),Brazil,Pontifícia Universidade Católica do Rio Grande do Sul,,CC BY,,http://revistaseletronicas.pucrs.br/ojs/index.php/revistapsico/about/submissions#copyrightNotice,Yes,http://revistaseletronicas.pucrs.br/revistapsico/ojs/index.php/revistapsico/article/view/15155/12471,No,http://revistaseletronicas.pucrs.br/revistapsico/ojs/index.php/revistapsico/about/submissions#copyrightNotice,Double blind peer review,http://revistaseletronicas.pucrs.br/revistapsico/ojs/index.php/revistapsico/about/editorialPolicies#peerReviewProcess,No,,http://revistaseletronicas.pucrs.br/revistapsico/ojs/index.php/revistapsico/about/editorialPolicies#focusAndScope,http://revistaseletronicas.pucrs.br/revistapsico/ojs/index.php/revistapsico/about/editorialTeam,http://revistaseletronicas.pucrs.br/revistapsico/ojs/index.php/revistapsico/about/submissions#authorGuidelines,10,No,http://revistaseletronicas.pucrs.br/revistapsico/ojs/index.php/revistapsico/about/editorialPolicies#custom-8,,No,,No,,Cariniana Network,Biblioteca Nacional do Brasil,http://revistaseletronicas.pucrs.br/revistapsico/ojs/index.php/revistapsico/about/editorialPolicies#archiving,Sherpa/Romeo,,DOI,,,Yes,http://revistaseletronicas.pucrs.br/revistapsico/ojs/index.php/revistapsico/about/editorialPolicies#openAccessPolicy,,,BF1-990,Philosophy. Psychology. Religion: Psychology,No,2007-09-26T13:41:25Z,2022-08-17T13:53:37Z,834,2023-03-03T14:22:34Z
Estudos em Avaliação Educacional,http://publicacoes.fcc.org.br/ojs/index.php/eae/index,https://doaj.org/toc/8471d3db24fd4b7297b4c5ed8720e2b4,1994,,0103-6831,1984-932X,"educational evaluation, educational policies, quality of teaching",Portuguese,Fundação Carlos Chagas,Brazil,,,CC BY-NC,,http://publicacoes.fcc.org.br/ojs/index.php/eae/about/submissions#copyrightNotice,,,Yes,http://publicacoes.fcc.org.br/ojs/index.php/eae/about/submissions#copyrightNotice,Peer review,http://publicacoes.fcc.org.br/ojs/index.php/eae/about/submissions,No,,http://publicacoes.fcc.org.br/ojs/index.php/eae/about/editorialPolicies#focusAndScope,http://publicacoes.fcc.org.br/ojs/index.php/eae/about/editorialTeam,http://publicacoes.fcc.org.br/ojs/index.php/eae/about/submissions#authorGuidelines,6,No,http://publicacoes.fcc.org.br/ojs/index.php/eae/about/submissions#authorGuidelines,,No,,No,http://publicacoes.fcc.org.br/ojs/index.php/eae/about/submissions#authorGuidelines,,Biblioteca Nacional do Brasil,https://www.bn.br/sobre-bn/deposito-legal,Diadorim,,DOI,,,Yes,http://publicacoes.fcc.org.br/ojs/index.php/eae/about/editorialPolicies#openAccessPolicy,,,LC8-6691,Education: Special aspects of education,No,2017-11-15T07:21:21Z,2017-11-15T07:21:21Z,987,2023-03-01T00:12:09Z
Ciência Florestal,http://cascavel.ufsm.br/revistas/ojs-2.2.2/index.php/cienciaflorestal,https://doaj.org/toc/825c645dbe0b4109bed25087a9f2bfa3,1991,,0103-9954,1980-5098,"forestry, silviculture, forest ecology, forest management, wood-technology",Portuguese,Universidade Federal de Santa Maria,Brazil,"Universidade Federal de Santa Maria, Centro de Pesquisas Florestais",,CC BY-NC,,http://cascavel.ufsm.br/revistas/ojs-2.2.2/index.php/cienciaflorestal/about/submissions#privacyStatement,Yes,http://periodicos.ufsm.br/cienciaflorestal/article/view/17465,No,,Peer review,http://cascavel.ufsm.br/revistas/ojs-2.2.2/index.php/cienciaflorestal/about/editorialPolicies#peerReviewProcess,No,,http://periodicos.ufsm.br/cienciaflorestal/about/editorialPolicies#focusAndScope,http://cascavel.ufsm.br/revistas/ojs-2.2.2/index.php/cienciaflorestal/about/editorialTeam,http://cascavel.ufsm.br/revistas/ojs-2.2.2/index.php/cienciaflorestal/about/submissions#authorGuidelines,53,Yes,http://cascavel.ufsm.br/revistas/ojs-2.2.2/index.php/cienciaflorestal/about/submissions#authorGuidelines,250 BRL,No,,Yes,http://cascavel.ufsm.br/revistas/ojs-2.2.2/index.php/cienciaflorestal/about/submissions,Cariniana Network,,http://cascavel.ufsm.br/revistas/ojs-2.2.2/index.php/cienciaflorestal/about/editorialPolicies#archiving,Diadorim,,,,,Yes,http://periodicos.ufsm.br/cienciaflorestal/about/editorialPolicies#openAccessPolicy,,,S|SD1-669.5,Agriculture: Forestry,No,2005-06-16T09:54:26Z,2022-08-17T14:08:22Z,2677,2019-03-26T18:58:47Z
Cultura Agronômica,http://ojs.unesp.br/index.php/rculturaagronomica/index,https://doaj.org/toc/7706e0ed63d2461fa49d67442342212b,2015,Cultura Agronômica: Revista de Ciências Agronômicas,0104-1010,2446-8355,agricultural sciences,"English, Portuguese",Universidade Estadual Paulista Júlio de Mesquita Filho (UNESP),Brazil,UNESP - Campus de Ilha Solteira,,CC BY-NC,,http://ojs.unesp.br/index.php/rculturaagronomica/index,,,No,,Double blind peer review,http://ojs.unesp.br/index.php/rculturaagronomica/about/editorialPolicies#peerReviewProcess,No,,http://ojs.unesp.br/index.php/rculturaagronomica/about/editorialPolicies#focusAndScope,http://ojs.unesp.br/index.php/rculturaagronomica/about/editorialTeam,http://ojs.unesp.br/index.php/rculturaagronomica/about/submissions#authorGuidelines,24,Yes,http://ojs.unesp.br/index.php/rculturaagronomica/about/submissions#authorFees,200 BRL,No,,No,http://ojs.unesp.br/index.php/rculturaagronomica/about/submissions#authorFees,,,http://ojs.unesp.br/index.php/rculturaagronomica/about/editorialPolicies#archiving,,,DOI,,,Yes,http://ojs.unesp.br/index.php/rculturaagronomica/about/editorialPolicies#openAccessPolicy,,,S1-972,Agriculture: Agriculture (General),No,2018-11-13T23:04:45Z,2020-05-12T10:24:53Z,0,
Zetetiké,http://periodicos.sbu.unicamp.br/ojs/index.php/zetetike,https://doaj.org/toc/fa3f0df66d7a457198ff9e92258db7e5,2013,Revista Zetetiké,0104-4877,2176-1744,"mathematics education, mathematics, learning, teaching, mathematical practices",Portuguese,Universidade Estadual de Campinas,Brazil,Universidade Estadual de Campinas,,CC BY-NC-ND,,https://periodicos.sbu.unicamp.br/ojs/index.php/zetetike/politica,,,Yes,https://periodicos.sbu.unicamp.br/ojs/index.php/zetetike/copy,Peer review,https://periodicos.sbu.unicamp.br/ojs/index.php/zetetike/about,Yes,https://periodicos.sbu.unicamp.br/ojs/index.php/zetetike/about,https://periodicos.sbu.unicamp.br/ojs/index.php/zetetike/about,https://periodicos.sbu.unicamp.br/ojs/index.php/zetetike/about/editorialTeam,https://periodicos.sbu.unicamp.br/ojs/index.php/zetetike/about/submissions,24,No,https://periodicos.sbu.unicamp.br/ojs/index.php/zetetike/about,,No,,No,,Cariniana Network,,https://periodicos.sbu.unicamp.br/ojs/index.php/zetetike/parquiv,Diadorim,,,,,Yes,https://periodicos.sbu.unicamp.br/ojs/index.php/zetetike/politica,,,LC8-6691|LB5-3640,Education: Special aspects of education | Education: Theory and practice of education,No,2020-04-14T14:14:45Z,2022-08-17T16:41:56Z,597,2022-02-17T14:16:48Z
Revista de Educação Pública,https://periodicoscientificos.ufmt.br/ojs/index.php/educacaopublica,https://doaj.org/toc/abe8b6ed882049349be91e7e05e548a3,1996,REP,0104-5962,2238-2097,education,"Spanish, English, Portuguese",Universidade Federal de Mato Grosso (UFMT),Brazil,,,CC BY-NC-SA,,https://periodicoscientificos.ufmt.br/ojs/index.php/educacaopublica/about,,,Yes,https://periodicoscientificos.ufmt.br/ojs/index.php/educacaopublica/about,Double blind peer review,https://periodicoscientificos.ufmt.br/ojs/index.php/educacaopublica/about,Yes,https://periodicoscientificos.ufmt.br/ojs/index.php/educacaopublica/about,https://periodicoscientificos.ufmt.br/ojs/index.php/educacaopublica/about,https://periodicoscientificos.ufmt.br/ojs/index.php/educacaopublica/about/editorialTeam,https://periodicoscientificos.ufmt.br/ojs/index.php/educacaopublica/submissions_e,8,No,https://periodicoscientificos.ufmt.br/ojs/index.php/educacaopublica/about,,No,,No,,,,,Diadorim,https://periodicoscientificos.ufmt.br/ojs/index.php/educacaopublica,DOI,No,Yes,Yes,https://periodicoscientificos.ufmt.br/ojs/index.php/educacaopublica/about,,,L7-991|LA5-2396,Education: Education (General) | Education: History of education,No,2021-10-12T19:40:45Z,2022-08-17T16:43:20Z,705,2022-12-30T23:50:28Z
